"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Belize","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","134.6",""
"Belize","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","128.3",""
"Belize","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","124.7",""
"Belize","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","123.2",""
"Belize","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","117.1",""
"Benin","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","134.2",""
"Benin","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","136.3",""
"Benin","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","135.2",""
"Benin","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","135.0",""
"Benin","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","132.0",""
"Benin","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","140.4",""
"Benin","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","141.4",""
"Benin","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","138.0",""
"Benin","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","137.6",""
"Benin","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","134.2",""
"Benin","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","160.3",""
"Benin","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","158.6",""
"Benin","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","151.6",""
"Benin","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","154.3",""
"Benin","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","155.6",""
"Bhutan","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","97.0",""
"Bhutan","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","99.2",""
"Bhutan","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","100.4",""
"Bhutan","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","98.9",""
"Bhutan","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","98.6",""
"Bhutan","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","100.8",""
"Bhutan","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","103.2",""
"Bhutan","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.9",""
"Bhutan","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.4",""
"Bhutan","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","100.8",""
"Bhutan","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","116.3",""
"Bhutan","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","116.9",""
"Bhutan","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","115.8",""
"Bhutan","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","114.5",""
"Bhutan","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","112.2",""
"Bolivia","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","120.3",""
"Bolivia","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","119.7",""
"Bolivia","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","118.6",""
"Bolivia","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","117.4",""
"Bolivia","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","117.2",""
"Bolivia","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","124.4",""
"Bolivia","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","123.4",""
"Bolivia","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","121.9",""
"Bolivia","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","121.2",""
"Bolivia","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","121.0",""
"Bolivia","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","148.7",""
"Bolivia","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","147.5",""
"Bolivia","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","144.9",""
"Bolivia","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","143.4",""
"Bolivia","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","141.8",""
"Bosnia and Herzegovina","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","132.7",""
"Bosnia and Herzegovina","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","131.0",""
"Bosnia and Herzegovina","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","133.8",""
"Bosnia and Herzegovina","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","143.4",""
"Bosnia and Herzegovina","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","152.4",""
"Bosnia and Herzegovina","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","138.8",""
"Bosnia and Herzegovina","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","139.1",""
"Bosnia and Herzegovina","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","151.2",""
"Bosnia and Herzegovina","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","164.1",""
"Bosnia and Herzegovina","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","151.7",""
"Bosnia and Herzegovina","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","221.6",""
"Bosnia and Herzegovina","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","194.5",""
"Bosnia and Herzegovina","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","170.1",""
"Bosnia and Herzegovina","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","151.9",""
"Bosnia and Herzegovina","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","157.8",""
"Botswana","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","152.0",""
"Botswana","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","152.9",""
"Botswana","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","156.3",""
"Botswana","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","159.0",""
"Botswana","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","158.7",""
"Botswana","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","164.4",""
"Botswana","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","165.5",""
"Botswana","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","165.2",""
"Botswana","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","165.5",""
"Botswana","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","164.6",""
"Botswana","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","198.6",""
"Botswana","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","193.8",""
"Botswana","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","194.8",""
"Botswana","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","199.2",""
"Botswana","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","202.8",""
"Brazil","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","123.5",""
"Brazil","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","121.5",""
"Brazil","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","119.0",""
"Brazil","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","116.4",""
"Brazil","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","113.4",""
"Brazil","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","127.8",""
"Brazil","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","125.3",""
"Brazil","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","122.1",""
"Brazil","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","119.5",""
"Brazil","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","116.4",""
"Brazil","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","144.2",""
"Brazil","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","140.1",""
"Brazil","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","136.2",""
"Brazil","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","134.6",""
"Brazil","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","132.6",""
"Brunei","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","83.8",""
"Brunei","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","94.3",""
"Brunei","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","99.2",""
"Brunei","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","91.2",""
